,밑위,엉덩이단면,총장,허리단면,허벅지단면,classification,cluster_size
530,36.0,58.0,106.0,40.0,36.0,0,L
531,31.5,47.0,106.0,37.0,32.0,3,M
532,32.0,48.0,107.0,38.0,32.5,0,L
533,32.5,49.0,108.0,39.0,33.0,0,L
534,33.0,50.0,109.0,40.0,33.5,0,L
535,33.5,51.0,110.0,41.0,34.0,0,L
536,34.0,52.0,111.0,42.0,34.5,0,L
537,34.5,53.0,112.0,43.0,35.0,2,XL
538,27.8,47.5,104.0,36.0,31.8,3,M
539,28.3,48.75,105.0,37.3,32.4,3,M
540,28.8,50.0,105.0,38.5,33.0,0,L
541,29.3,51.25,106.0,39.8,33.6,0,L
542,29.8,52.5,106.0,41.0,34.3,0,L
543,30.3,53.75,107.0,42.3,34.9,0,L
544,30.8,55.0,107.0,43.5,35.5,2,XL
545,31.3,56.25,108.0,44.8,36.1,2,XL
546,31.8,57.5,108.0,46.0,36.8,2,XL
547,32.8,60.0,109.0,48.5,38.0,2,XL
548,33.8,62.5,109.0,51.0,39.3,2,XL
549,34.8,65.0,110.0,53.5,40.5,2,XL
550,35.8,67.5,110.0,56.0,41.75,2,XL
551,25.0,45.0,97.0,35.0,28.75,3,M
552,25.5,46.25,98.0,36.25,29.375,3,M
553,26.0,47.5,98.0,37.5,30.0,3,M
554,26.5,48.75,99.0,38.75,30.625,0,L
555,27.0,50.0,99.0,40.0,31.25,0,L
556,27.5,51.25,100.0,41.25,31.875,0,L
557,28.0,52.5,100.0,42.5,32.5,0,L
558,28.5,53.75,101.0,43.75,33.125,2,XL
559,29.0,55.0,101.0,45.0,33.75,2,XL
560,30.0,57.5,102.0,47.5,35.0,2,XL
561,31.0,60.0,102.0,50.0,36.25,2,XL
562,28.5,47.75,92.5,37.25,29.35,3,M
563,29.0,49.0,93.0,39.0,30.0,0,L
564,29.5,50.0,96.0,40.25,30.65,0,L
565,30.0,51.5,96.5,41.5,31.3,0,L
566,30.5,52.75,97.0,42.75,31.95,0,L
567,31.0,54.0,100.0,44.0,32.6,2,XL
568,31.5,55.25,100.5,45.25,33.25,2,XL
569,32.5,57.75,101.5,47.75,34.55,2,XL
570,29.0,52.5,96.0,33.0,17.75,1,XS
571,31.0,57.5,100.0,38.0,18.75,0,L
572,32.0,60.0,102.0,40.5,19.25,0,L
573,30.0,58.0,102.0,33.0,34.5,0,L
574,31.0,60.5,103.5,35.5,36.0,0,L
575,32.0,63.0,105.0,38.0,37.5,0,L
576,33.0,65.5,106.5,40.5,39.0,0,L
577,33.0,57.0,105.0,38.0,32.5,0,L
578,34.0,59.5,107.0,40.0,34.0,0,L
579,35.0,62.0,109.0,42.0,35.5,0,L
580,29.0,47.0,104.0,38.0,31.5,3,M
581,29.5,48.0,105.0,39.0,32.0,0,L
582,30.0,49.0,106.0,40.0,32.5,0,L
583,30.5,50.0,107.0,41.0,33.0,0,L
584,31.0,51.0,108.0,42.0,33.5,0,L
585,31.5,52.0,109.0,43.0,34.0,0,L
586,35.0,59.0,100.0,37.0,39.0,0,L
587,36.0,62.0,102.0,39.5,41.0,0,L
588,37.0,65.0,104.0,42.0,43.0,0,L
589,27.0,48.0,103.0,35.0,30.8,3,M
590,27.0,49.25,103.0,36.3,31.4,0,L
591,27.5,50.5,104.0,37.5,32.0,0,L
592,27.5,51.75,104.0,38.8,32.6,0,L
593,28.0,53.0,105.0,40.0,33.3,0,L
594,28.0,54.25,105.0,41.3,33.9,0,L
595,28.5,55.5,105.0,42.5,34.5,0,L
596,29.0,56.75,105.0,43.8,35.1,2,XL
597,29.5,58.0,106.0,45.0,35.8,2,XL
598,30.5,60.5,106.0,47.5,37.0,2,XL
599,31.5,63.0,107.0,50.0,38.3,2,XL
600,32.5,65.5,107.0,52.5,39.5,2,XL
601,33.5,68.0,108.0,55.0,40.8,2,XL
602,30.0,53.0,99.5,33.5,33.0,0,L
603,31.0,55.0,101.0,36.0,34.0,0,L
604,32.0,57.0,102.5,38.5,35.0,0,L
605,33.0,59.0,104.0,41.0,36.0,0,L
606,34.0,61.0,105.5,43.5,37.0,2,XL
607,35.0,63.0,107.0,46.0,38.0,2,XL
608,23.5,43.0,97.0,35.0,27.3,1,XS
609,24.0,44.25,98.0,36.3,27.8,3,M
610,24.5,45.5,98.0,37.5,28.5,3,M
611,25.0,46.75,99.0,38.7,29.1,3,M
612,25.5,48.0,99.0,40.0,29.7,0,L
613,26.0,49.25,100.0,41.2,30.4,0,L
614,26.5,50.5,100.0,42.5,31.0,0,L
615,27.0,51.75,101.0,43.8,31.6,2,XL
616,27.5,53.0,101.0,45.0,32.2,2,XL
617,28.5,55.5,102.0,47.5,33.5,2,XL
618,29.5,58.0,102.0,50.0,34.8,2,XL
619,23.5,43.0,97.0,35.0,27.3,1,XS
620,24.0,44.25,98.0,36.3,27.8,3,M
621,24.5,45.5,98.0,37.5,28.5,3,M
622,25.0,46.75,99.0,38.7,29.1,3,M
623,25.5,48.0,99.0,40.0,29.7,0,L
624,26.0,49.25,100.0,41.2,30.4,0,L
625,26.5,50.5,100.0,42.5,31.0,0,L
626,27.0,51.75,101.0,43.8,31.6,2,XL
627,27.5,53.0,101.0,45.0,32.2,2,XL
628,28.5,55.5,102.0,47.5,33.5,2,XL
629,29.5,58.0,102.0,50.0,34.8,2,XL
630,23.5,43.0,97.0,35.0,27.3,1,XS
631,24.0,44.25,98.0,36.3,27.8,3,M
632,24.5,45.5,98.0,37.5,28.5,3,M
633,25.0,46.75,99.0,38.7,29.1,3,M
634,25.5,48.0,99.0,40.0,29.7,0,L
635,26.0,49.25,100.0,41.2,30.4,0,L
636,26.5,50.5,100.0,42.5,31.0,0,L
637,27.0,51.75,101.0,43.8,31.6,2,XL
638,27.5,53.0,101.0,45.0,32.2,2,XL
639,28.5,55.5,102.0,47.5,33.5,2,XL
640,29.5,58.0,102.0,50.0,34.8,2,XL
641,33.0,54.0,96.0,37.0,35.0,0,L
642,33.5,56.0,98.0,39.0,36.0,0,L
643,34.0,58.0,100.0,41.0,37.0,0,L
644,34.5,60.0,102.0,43.0,38.0,2,XL
645,23.0,51.0,96.0,25.0,28.0,0,L
646,23.0,53.0,97.0,29.0,29.0,0,L
647,25.0,55.0,98.0,30.0,30.0,0,L
648,25.0,56.0,98.0,31.0,31.5,0,L
649,25.0,57.0,98.0,32.0,33.0,0,L
650,25.0,60.0,99.0,35.0,34.0,0,L
651,30.0,48.0,106.0,37.5,31.5,0,L
652,30.5,49.0,107.0,38.5,32.0,0,L
653,31.0,50.0,108.0,39.5,32.5,0,L
654,31.5,51.0,109.0,40.5,33.0,0,L
655,32.0,52.0,110.0,41.5,33.5,0,L
656,32.5,53.0,111.0,42.5,34.0,0,L
657,27.0,48.0,103.0,35.0,30.8,3,M
658,27.0,49.25,103.0,36.3,31.4,0,L
659,27.5,50.5,104.0,37.5,32.0,0,L
660,27.5,51.75,104.0,38.8,32.6,0,L
661,28.0,53.0,105.0,40.0,33.3,0,L
662,28.0,54.25,105.0,41.3,33.9,0,L
663,28.5,55.5,105.0,42.5,34.5,0,L
664,29.0,56.75,105.0,43.8,35.4,2,XL
665,29.5,58.0,106.0,45.0,35.8,2,XL
666,30.5,60.5,106.0,47.5,37.0,2,XL
667,31.5,63.0,107.0,50.0,38.3,2,XL
668,32.5,65.5,107.0,52.5,38.0,2,XL
669,33.5,68.0,108.0,55.0,39.3,2,XL
670,32.0,53.0,101.0,32.0,33.0,0,L
671,33.0,55.0,103.0,34.0,34.0,0,L
672,34.0,57.0,105.0,36.0,35.0,0,L
673,26.0,44.5,102.0,35.0,29.25,3,M
674,26.0,45.75,102.0,36.25,29.87,3,M
675,26.5,47.0,103.0,37.5,30.5,3,M
676,26.5,48.25,103.0,38.75,31.12,0,L
677,27.0,49.5,104.0,40.0,31.75,0,L
678,27.0,50.75,104.0,41.25,32.37,0,L
679,27.5,52.0,104.0,42.5,33.0,0,L
680,28.0,53.25,104.0,43.75,33.62,2,XL
681,28.5,54.5,105.0,45.0,34.25,2,XL
682,29.5,57.0,105.0,47.5,35.5,2,XL
683,30.5,59.5,106.0,50.0,36.75,2,XL
684,31.5,62.0,106.0,52.5,38.0,2,XL
685,32.5,64.5,107.0,55.0,38.25,2,XL
686,27.0,48.0,103.0,35.0,30.8,3,M
687,27.0,49.25,103.0,36.3,31.4,0,L
688,27.5,50.5,104.0,37.5,32.0,0,L
689,27.5,51.75,104.0,38.8,32.6,0,L
690,28.0,53.0,105.0,40.0,33.3,0,L
691,28.0,54.25,105.0,41.3,33.9,0,L
692,28.5,55.5,105.0,42.5,34.5,0,L
693,29.0,56.75,105.0,43.8,35.4,2,XL
694,29.5,58.0,106.0,45.0,35.8,2,XL
695,30.5,60.5,106.0,47.5,37.0,2,XL
696,31.5,63.0,107.0,50.0,38.3,2,XL
697,32.5,65.5,107.0,52.5,38.0,2,XL
698,33.5,68.0,108.0,55.0,39.3,2,XL
699,30.0,53.0,101.0,32.5,33.0,0,L
700,31.0,55.0,103.0,34.0,34.0,0,L
701,32.0,57.0,105.0,35.5,35.0,0,L
702,27.0,48.0,103.0,35.0,30.8,3,M
703,27.0,49.25,103.0,36.3,31.4,0,L
704,27.5,50.5,104.0,37.5,32.0,0,L
705,27.5,51.75,104.0,38.8,32.6,0,L
706,28.0,53.0,105.0,40.0,33.3,0,L
707,28.0,54.25,105.0,41.3,33.9,0,L
708,28.5,55.5,105.0,42.5,34.5,0,L
709,29.0,56.75,105.0,43.8,35.1,2,XL
710,29.5,58.0,106.0,45.0,35.8,2,XL
711,30.5,60.5,106.0,47.5,37.0,2,XL
712,31.5,63.0,107.0,50.0,38.3,2,XL
713,32.5,65.5,107.0,52.5,39.5,2,XL
714,33.5,68.0,108.0,55.0,40.7,2,XL
715,32.0,53.0,101.0,32.0,33.0,0,L
716,33.0,55.0,103.0,34.0,34.0,0,L
717,34.0,57.0,105.0,36.0,35.0,0,L
718,27.0,50.5,103.0,33.0,31.5,0,L
719,28.0,53.0,105.0,35.0,33.0,0,L
720,23.5,43.0,97.0,35.0,27.3,1,XS
721,24.0,44.25,98.0,36.3,27.8,3,M
722,24.5,45.5,98.0,37.5,28.5,3,M
723,25.0,46.75,99.0,38.7,29.1,3,M
724,25.5,48.0,99.0,40.0,29.7,0,L
725,26.0,49.25,100.0,41.2,30.4,0,L
726,26.5,50.5,100.0,42.5,31.0,0,L
727,27.0,51.75,101.0,43.8,31.6,2,XL
728,27.5,53.0,101.0,45.0,32.2,2,XL
729,28.5,55.5,102.0,47.5,33.5,2,XL
730,29.5,58.0,102.0,50.0,34.8,2,XL
731,27.0,48.3,104.5,38.0,29.25,3,M
732,28.0,50.8,105.5,40.5,30.5,0,L
733,29.0,53.3,106.5,43.0,31.75,0,L
734,30.0,56.5,107.75,46.2,33.35,2,XL
735,28.0,47.5,103.0,35.5,30.75,3,M
736,28.5,48.75,104.0,36.75,31.375,3,M
737,29.0,50.0,104.0,38.0,32.0,0,L
738,29.5,51.25,105.0,39.25,32.625,0,L
739,30.0,52.5,105.0,40.5,33.25,0,L
740,30.5,53.75,106.0,41.75,33.875,0,L
741,31.0,55.0,106.0,43.0,34.5,0,L
742,31.5,56.25,107.0,44.25,35.125,2,XL
743,32.0,57.5,107.0,45.5,35.75,2,XL
744,33.0,60.0,108.0,48.0,37.0,2,XL
745,34.0,62.5,108.0,50.5,38.25,2,XL
746,32.0,54.0,101.5,30.0,35.0,0,L
747,33.0,56.0,103.0,32.0,36.0,0,L
748,34.0,58.0,104.5,34.0,37.0,0,L
749,35.0,60.0,106.0,36.0,38.0,0,L
750,36.0,62.0,107.5,38.0,39.0,0,L
751,32.0,50.0,100.0,32.0,32.0,0,L
752,33.0,52.0,101.0,34.0,33.0,0,L
753,34.0,54.0,103.0,36.0,34.0,0,L
754,35.0,56.0,105.0,38.0,35.0,0,L
755,36.0,58.0,106.0,40.0,36.0,0,L
756,27.0,48.0,103.0,35.0,30.8,3,M
757,27.0,49.25,103.0,36.3,31.4,0,L
758,27.5,50.5,104.0,37.5,32.0,0,L
759,27.5,51.75,104.0,38.8,32.6,0,L
760,28.0,53.0,105.0,40.0,33.3,0,L
761,28.0,54.25,105.0,41.3,33.9,0,L
762,28.5,55.5,105.0,42.5,34.5,0,L
763,29.0,56.75,105.0,43.8,35.1,2,XL
764,29.5,58.0,106.0,45.0,35.8,2,XL
765,30.5,60.5,106.0,47.5,37.0,2,XL
766,31.5,63.0,107.0,50.0,38.3,2,XL
767,32.5,65.5,107.0,52.5,39.5,2,XL
768,33.5,68.0,108.0,55.0,40.8,2,XL
769,30.0,53.0,99.5,33.5,33.0,0,L
770,31.0,55.0,101.0,36.0,34.0,0,L
771,32.0,57.0,102.5,38.5,35.0,0,L
772,33.0,59.0,104.0,41.0,36.0,0,L
773,34.0,61.0,105.5,43.5,37.0,2,XL
774,35.0,63.0,107.0,46.0,38.0,2,XL
775,23.5,43.0,97.0,35.0,27.3,1,XS
776,24.0,44.25,98.0,36.3,27.8,3,M
777,24.5,45.5,98.0,37.5,28.5,3,M
778,25.0,46.75,99.0,38.7,29.1,3,M
779,25.5,48.0,99.0,40.0,29.7,0,L
780,26.0,49.25,100.0,41.2,30.4,0,L
781,26.5,50.5,100.0,42.5,31.0,0,L
782,27.0,51.75,101.0,43.8,31.6,2,XL
783,27.5,53.0,101.0,45.0,32.2,2,XL
784,28.5,55.5,102.0,47.5,33.5,2,XL
785,29.5,58.0,102.0,50.0,34.8,2,XL
786,23.5,43.0,97.0,35.0,27.3,1,XS
787,24.0,44.25,98.0,36.3,27.8,3,M
788,24.5,45.5,98.0,37.5,28.5,3,M
789,25.0,46.75,99.0,38.7,29.1,3,M
790,25.5,48.0,99.0,40.0,29.7,0,L
791,26.0,49.25,100.0,41.2,30.4,0,L
792,26.5,50.5,100.0,42.5,31.0,0,L
793,27.0,51.75,101.0,43.8,31.6,2,XL
794,27.5,53.0,101.0,45.0,32.2,2,XL
795,28.5,55.5,102.0,47.5,33.5,2,XL
796,29.5,58.0,102.0,50.0,34.8,2,XL
797,23.5,43.0,97.0,35.0,27.3,1,XS
798,24.0,44.25,98.0,36.3,27.8,3,M
799,24.5,45.5,98.0,37.5,28.5,3,M
800,25.0,46.75,99.0,38.7,29.1,3,M
801,25.5,48.0,99.0,40.0,29.7,0,L
802,26.0,49.25,100.0,41.2,30.4,0,L
803,26.5,50.5,100.0,42.5,31.0,0,L
804,27.0,51.75,101.0,43.8,31.6,2,XL
805,27.5,53.0,101.0,45.0,32.2,2,XL
806,28.5,55.5,102.0,47.5,33.5,2,XL
807,29.5,58.0,102.0,50.0,34.8,2,XL
808,33.0,54.0,96.0,37.0,35.0,0,L
809,33.5,56.0,98.0,39.0,36.0,0,L
810,34.0,58.0,100.0,41.0,37.0,0,L
811,34.5,60.0,102.0,43.0,38.0,2,XL
812,26.0,46.0,92.0,35.0,30.3,3,M
813,26.0,47.3,92.0,36.3,30.9,3,M
814,26.5,48.5,93.0,37.5,31.5,0,L
815,26.5,49.8,93.0,38.8,32.1,0,L
816,27.0,51.0,94.0,40.0,32.8,0,L
817,27.0,52.3,94.0,41.3,33.4,0,L
818,27.5,53.5,94.0,42.5,34.0,0,L
819,28.0,54.8,94.0,43.8,34.6,2,XL
820,28.5,56.0,95.0,45.0,35.3,2,XL
821,29.5,58.5,95.0,47.5,36.5,2,XL
822,30.5,61.0,96.0,50.0,37.8,2,XL
823,31.5,63.5,96.0,52.5,39.0,2,XL
824,32.5,66.0,97.0,55.0,40.3,2,XL
825,26.0,45.0,93.0,35.0,28.5,3,M
826,26.0,46.25,93.0,36.25,29.125,3,M
827,26.5,47.5,94.0,37.5,29.75,3,M
828,26.5,48.75,94.0,38.75,30.375,0,L
829,27.0,50.0,95.0,40.0,31.0,0,L
830,27.0,51.25,95.0,41.25,31.625,0,L
831,27.5,52.5,95.0,42.5,32.25,0,L
832,28.0,53.75,95.0,43.75,32.875,2,XL
833,28.5,55.0,96.0,45.0,33.5,2,XL
834,29.5,57.5,96.0,47.5,34.75,2,XL
835,30.5,60.0,97.0,50.0,36.0,2,XL
836,31.5,62.5,97.0,52.5,37.25,2,XL
837,32.5,65.0,98.0,55.0,38.5,2,XL
838,32.0,47.0,98.0,33.0,30.0,3,M
839,33.0,52.0,99.0,35.0,32.0,0,L
840,34.0,53.0,100.0,38.0,33.0,0,L
841,35.0,54.0,101.0,39.0,34.0,0,L
842,35.0,55.0,102.0,43.0,36.5,2,XL
843,27.8,47.5,104.0,36.0,31.8,3,M
844,28.3,48.75,105.0,37.3,32.4,3,M
845,28.8,50.0,105.0,38.5,33.0,0,L
846,29.3,51.25,106.0,39.8,33.6,0,L
847,29.8,52.5,106.0,41.0,34.3,0,L
848,30.3,53.75,107.0,42.3,34.9,0,L
849,30.8,55.0,107.0,43.5,35.5,2,XL
850,31.3,56.25,108.0,44.8,36.1,2,XL
851,31.8,57.5,108.0,46.0,36.8,2,XL
852,32.8,60.0,109.0,48.5,38.0,2,XL
853,33.8,62.5,109.0,51.0,39.3,2,XL
854,34.8,65.0,110.0,53.5,40.5,2,XL
855,35.8,67.5,110.0,56.0,41.75,2,XL
856,26.0,44.0,95.0,32.75,28.25,1,XS
857,26.5,45.25,95.0,34.0,28.88,3,M
858,27.0,46.5,96.0,35.25,29.5,3,M
859,27.5,47.75,96.0,36.5,30.13,3,M
860,28.0,49.0,96.0,37.75,30.75,0,L
861,28.5,50.25,97.0,39.0,31.38,0,L
862,29.0,51.5,97.0,40.25,32.0,0,L
863,29.5,52.75,98.0,41.5,31.13,0,L
864,30.0,54.0,98.0,42.75,33.25,0,L
865,31.0,56.5,99.0,45.25,34.5,2,XL
866,29.6,48.2,101.0,32.3,31.1,3,M
867,30.7,50.1,102.0,34.2,32.0,0,L
868,31.8,52.0,103.0,36.1,33.0,0,L
869,32.4,54.6,104.0,38.7,34.2,0,L
870,33.1,57.1,106.0,41.2,35.5,0,L
871,33.0,57.0,105.0,38.0,32.5,0,L
872,34.0,59.5,107.0,40.0,34.0,0,L
873,35.0,62.0,109.0,42.0,35.5,0,L
874,34.5,55.0,99.0,31.5,33.5,0,L
875,35.5,57.0,101.0,34.0,35.0,0,L
876,36.5,59.0,103.0,36.5,36.0,0,L
877,37.5,60.0,105.0,39.0,38.0,0,L
878,32.0,47.5,106.0,38.0,32.0,3,M
879,32.5,48.5,107.0,39.0,32.5,0,L
880,33.0,49.5,108.0,40.0,33.0,0,L
881,33.5,50.5,109.0,41.0,33.5,0,L
882,34.0,51.5,110.0,42.0,34.0,0,L
883,34.5,52.5,111.0,43.0,34.5,2,XL
884,25.0,44.5,106.0,37.0,28.0,3,M
885,25.5,45.5,107.0,38.0,28.5,3,M
886,26.0,46.5,108.0,39.0,29.0,3,M
887,26.5,47.5,109.0,40.0,29.5,0,L
888,27.0,48.5,110.0,41.0,30.0,0,L
889,27.5,49.5,111.0,42.0,30.5,0,L
890,28.0,50.5,112.0,43.0,31.0,0,L
891,32.0,55.0,104.0,35.0,33.75,0,L
892,32.0,56.25,104.0,36.25,34.375,0,L
893,32.5,57.5,105.0,37.5,35.0,0,L
894,32.5,58.75,105.0,38.75,35.625,0,L
895,33.0,60.0,106.0,40.0,36.25,0,L
896,33.0,61.25,106.0,41.25,36.875,0,L
897,33.5,62.5,106.0,42.5,37.5,0,L
898,34.0,63.75,106.0,43.75,38.125,2,XL
899,34.5,65.0,107.0,45.0,38.75,2,XL
900,35.5,67.5,107.0,47.5,40.0,2,XL
901,36.5,70.0,108.0,50.0,41.25,2,XL
902,37.5,72.5,108.0,52.5,42.5,2,XL
903,38.5,75.0,109.0,55.0,43.75,2,XL
904,26.5,44.5,99.0,35.0,27.8,1,XS
905,26.5,45.75,99.0,36.3,28.3,3,M
906,27.0,47.0,100.0,37.5,29.0,3,M
907,27.0,48.25,100.0,38.8,29.6,0,L
908,27.5,49.5,101.0,40.0,30.3,0,L
909,27.5,50.75,101.0,41.3,30.8,0,L
910,28.0,52.0,101.0,42.5,31.5,0,L
911,28.5,53.25,101.0,43.8,32.1,2,XL
912,29.0,54.5,102.0,45.0,32.8,2,XL
913,29.5,57.0,102.0,47.5,34.0,2,XL
914,31.0,59.5,103.0,50.0,35.3,2,XL
915,32.0,62.0,103.0,52.5,36.5,2,XL
916,33.0,64.5,104.0,55.0,37.8,2,XL
917,23.0,42.0,92.0,34.5,26.25,1,XS
918,23.0,43.25,92.0,35.75,26.87,1,XS
919,23.5,44.5,93.0,37.0,27.5,3,M
920,23.5,45.75,93.0,38.25,28.12,3,M
921,24.0,47.0,94.0,39.5,28.75,0,L
922,24.0,48.25,94.0,40.75,29.37,0,L
923,24.5,49.5,94.0,42.0,30.0,0,L
924,25.0,50.75,94.0,43.25,30.62,0,L
925,25.5,52.0,95.0,44.5,31.25,2,XL
926,26.5,54.5,95.0,47.0,32.5,2,XL
927,27.5,57.0,96.0,49.5,33.75,2,XL
928,25.0,45.0,97.0,35.0,28.75,3,M
929,25.5,46.25,98.0,36.25,29.375,3,M
930,26.0,47.5,98.0,37.5,30.0,3,M
931,26.5,48.75,99.0,38.75,30.625,0,L
932,27.0,50.0,99.0,40.0,31.25,0,L
933,27.5,51.25,100.0,41.25,31.875,0,L
934,28.0,52.5,100.0,42.5,32.5,0,L
935,28.5,53.75,101.0,43.75,33.125,2,XL
936,29.0,55.0,101.0,45.0,33.75,2,XL
937,30.0,57.5,102.0,47.5,35.0,2,XL
938,31.0,60.0,102.0,50.0,36.25,2,XL
939,28.0,52.0,103.0,35.5,33.0,0,L
940,28.5,53.25,104.0,36.75,33.625,0,L
941,29.0,54.5,104.0,38.0,34.25,0,L
942,29.5,55.75,105.0,39.25,34.875,0,L
943,30.0,57.0,105.0,40.5,35.5,0,L
944,30.5,58.25,106.0,41.75,36.125,0,L
945,31.0,59.5,106.0,43.0,36.75,0,L
946,31.5,60.75,107.0,44.25,37.375,2,XL
947,32.0,62.0,107.0,45.5,38.0,2,XL
948,33.0,64.5,108.0,48.0,39.25,2,XL
949,34.0,67.0,108.0,50.5,40.5,2,XL
950,27.0,48.0,103.0,35.0,30.8,3,M
951,27.0,49.25,103.0,36.3,31.4,0,L
952,27.5,50.5,104.0,37.5,32.0,0,L
953,27.5,51.75,104.0,38.8,32.6,0,L
954,28.0,53.0,105.0,40.0,33.3,0,L
955,28.0,54.25,105.0,41.3,33.9,0,L
956,28.5,55.5,105.0,42.5,34.5,0,L
957,29.0,56.75,105.0,43.8,35.1,2,XL
958,29.5,58.0,106.0,45.0,35.8,2,XL
959,30.5,60.5,106.0,47.5,37.0,2,XL
960,31.5,63.0,107.0,50.0,38.3,2,XL
961,32.5,65.5,107.0,52.5,39.5,2,XL
962,33.5,68.0,108.0,55.0,40.8,2,XL
963,27.0,48.0,103.0,35.0,30.8,3,M
964,27.0,49.25,103.0,36.3,31.4,0,L
965,27.5,50.5,104.0,37.5,32.0,0,L
966,27.5,51.75,104.0,38.8,32.6,0,L
967,28.0,53.0,105.0,40.0,33.3,0,L
968,28.0,54.25,105.0,41.3,33.9,0,L
969,28.5,55.5,105.0,42.5,34.5,0,L
970,29.0,56.75,105.0,43.8,35.1,2,XL
971,29.5,58.0,106.0,45.0,35.8,2,XL
972,30.5,60.5,106.0,47.5,37.0,2,XL
973,31.5,63.0,107.0,50.0,38.3,2,XL
974,32.5,65.5,107.0,52.5,39.5,2,XL
975,33.5,68.0,108.0,55.0,40.8,2,XL
976,30.0,53.0,99.5,33.5,33.0,0,L
977,31.0,55.0,101.0,36.0,34.0,0,L
978,32.0,57.0,102.5,38.5,35.0,0,L
979,33.0,59.0,104.0,41.0,36.0,0,L
980,34.0,61.0,105.5,43.5,37.0,2,XL
981,35.0,63.0,107.0,46.0,38.0,2,XL
982,23.5,43.0,97.0,35.0,27.3,1,XS
983,24.0,44.25,98.0,36.3,27.8,3,M
984,24.5,45.5,98.0,37.5,28.5,3,M
985,25.0,46.75,99.0,38.7,29.1,3,M
986,25.5,48.0,99.0,40.0,29.7,0,L
987,26.0,49.25,100.0,41.2,30.4,0,L
988,26.5,50.5,100.0,42.5,31.0,0,L
989,27.0,51.75,101.0,43.8,31.6,2,XL
990,27.5,53.0,101.0,45.0,32.2,2,XL
991,28.5,55.5,102.0,47.5,33.5,2,XL
992,29.5,58.0,102.0,50.0,34.8,2,XL
993,23.5,43.0,97.0,35.0,27.3,1,XS
994,24.0,44.25,98.0,36.3,27.8,3,M
995,24.5,45.5,98.0,37.5,28.5,3,M
996,25.0,46.75,99.0,38.7,29.1,3,M
997,25.5,48.0,99.0,40.0,29.7,0,L
998,26.0,49.25,100.0,41.2,30.4,0,L
999,26.5,50.5,100.0,42.5,31.0,0,L
1000,27.0,51.75,101.0,43.8,31.6,2,XL
1001,27.5,53.0,101.0,45.0,32.2,2,XL
1002,28.5,55.5,102.0,47.5,33.5,2,XL
1003,29.5,58.0,102.0,50.0,34.8,2,XL
1004,23.5,43.0,97.0,35.0,27.3,1,XS
1005,24.0,44.25,98.0,36.3,27.8,3,M
1006,24.5,45.5,98.0,37.5,28.5,3,M
1007,25.0,46.75,99.0,38.7,29.1,3,M
1008,25.5,48.0,99.0,40.0,29.7,0,L
1009,26.0,49.25,100.0,41.2,30.4,0,L
1010,26.5,50.5,100.0,42.5,31.0,0,L
1011,27.0,51.75,101.0,43.8,31.6,2,XL
1012,27.5,53.0,101.0,45.0,32.2,2,XL
1013,28.5,55.5,102.0,47.5,33.5,2,XL
1014,29.5,58.0,102.0,50.0,34.8,2,XL
1015,33.0,54.0,96.0,37.0,35.0,0,L
1016,33.5,56.0,98.0,39.0,36.0,0,L
1017,34.0,58.0,100.0,41.0,37.0,0,L
1018,34.5,60.0,102.0,43.0,38.0,2,XL
1019,27.5,43.2,93.5,32.7,27.7,1,XS
1020,28.0,44.5,95.0,34.0,28.5,1,XS
1021,28.7,46.5,96.5,36.0,30.0,3,M
1022,29.4,48.5,98.0,38.0,31.5,0,L
1023,31.0,52.5,103.5,40.0,32.3,0,L
1024,32.0,55.0,105.5,42.5,33.8,0,L
1025,27.0,48.0,103.0,35.0,30.8,3,M
1026,27.0,49.25,103.0,36.3,31.4,0,L
1027,27.5,50.5,104.0,37.5,32.0,0,L
1028,27.5,51.75,104.0,38.8,32.6,0,L
1029,28.0,53.0,105.0,40.0,33.3,0,L
1030,28.0,54.25,105.0,41.3,33.9,0,L
1031,28.5,55.5,105.0,42.5,34.5,0,L
1032,29.0,56.75,105.0,43.8,35.1,2,XL
1033,29.5,58.0,106.0,45.0,35.8,2,XL
1034,30.5,60.5,106.0,47.5,37.0,2,XL
1035,31.5,63.0,107.0,50.0,38.3,2,XL
1036,32.5,65.5,107.0,52.5,39.5,2,XL
1037,33.5,68.0,108.0,55.0,40.8,2,XL
1038,27.0,48.0,103.0,35.0,30.8,3,M
1039,27.0,49.25,103.0,36.3,31.4,0,L
1040,27.5,50.5,104.0,37.5,32.0,0,L
1041,27.5,51.75,104.0,38.8,32.6,0,L
1042,28.0,53.0,105.0,40.0,33.3,0,L
1043,28.0,54.25,105.0,41.3,33.9,0,L
1044,28.5,55.5,105.0,42.5,34.5,0,L
1045,29.0,56.75,105.0,43.8,35.1,2,XL
1046,29.5,58.0,106.0,45.0,35.8,2,XL
1047,30.5,60.5,106.0,47.5,37.0,2,XL
1048,31.5,63.0,107.0,50.0,38.3,2,XL
1049,32.5,65.5,107.0,52.5,39.5,2,XL
1050,33.5,68.0,108.0,55.0,40.8,2,XL
1051,32.0,55.0,104.0,35.0,33.75,0,L
1052,32.0,56.25,104.0,36.25,34.375,0,L
1053,32.5,57.5,105.0,37.5,35.0,0,L
1054,32.5,58.75,105.0,38.75,35.625,0,L
1055,33.0,60.0,106.0,40.0,36.25,0,L
1056,33.0,61.25,106.0,41.25,36.875,0,L
