,밑위,엉덩이단면,총장,허리단면,허벅지단면,classification,cluster_size
4058,25.0,46.75,99.0,38.7,29.1,3,M
4059,25.5,48.0,99.0,40.0,29.7,0,L
4060,26.0,49.25,100.0,41.2,30.4,0,L
4061,26.5,50.5,100.0,42.5,31.0,0,L
4062,27.0,51.75,101.0,43.8,31.6,2,XL
4063,27.5,53.0,101.0,45.0,32.2,2,XL
4064,28.5,55.5,102.0,47.5,33.5,2,XL
4065,29.5,58.0,102.0,50.0,34.8,2,XL
4066,23.5,43.0,97.0,35.0,27.3,1,XS
4067,24.0,44.25,98.0,36.3,27.8,3,M
4068,24.5,45.5,98.0,37.5,28.5,3,M
4069,25.0,46.75,99.0,38.7,29.1,3,M
4070,25.5,48.0,99.0,40.0,29.7,0,L
4071,26.0,49.25,100.0,41.2,30.4,0,L
4072,26.5,50.5,100.0,42.5,31.0,0,L
4073,27.0,51.75,101.0,43.8,31.6,2,XL
4074,27.5,53.0,101.0,45.0,32.2,2,XL
4075,28.5,55.5,102.0,47.5,33.5,2,XL
4076,29.5,58.0,102.0,50.0,34.8,2,XL
4077,23.5,43.0,97.0,35.0,27.3,1,XS
4078,24.0,44.25,98.0,36.3,27.8,3,M
4079,24.5,45.5,98.0,37.5,28.5,3,M
4080,25.0,46.75,99.0,38.7,29.1,3,M
4081,25.5,48.0,99.0,40.0,29.7,0,L
4082,26.0,49.25,100.0,41.2,30.4,0,L
4083,26.5,50.5,100.0,42.5,31.0,0,L
4084,27.0,51.75,101.0,43.8,31.6,2,XL
4085,27.5,53.0,101.0,45.0,32.2,2,XL
4086,28.5,55.5,102.0,47.5,33.5,2,XL
4087,29.5,58.0,102.0,50.0,34.8,2,XL
4088,33.0,54.0,96.0,37.0,35.0,0,L
4089,33.5,56.0,98.0,39.0,36.0,0,L
4090,34.0,58.0,100.0,41.0,37.0,0,L
4091,34.5,60.0,102.0,43.0,38.0,2,XL
4092,19.3,49.0,106.0,40.5,29.5,0,L
4093,19.9,51.0,106.0,42.5,31.0,0,L
4094,20.5,53.0,107.5,44.5,32.0,2,XL
4095,21.1,55.0,109.0,46.5,33.0,2,XL
4096,32.0,49.0,41.5,29.0,32.0,3,M
4097,32.0,49.0,41.5,29.0,32.0,3,M
4098,38.0,55.0,42.0,32.5,35.0,0,L
4099,38.0,58.0,48.0,35.5,37.0,0,L
4100,41.0,60.0,50.0,38.0,38.0,0,L
4101,32.0,62.0,101.0,35.0,32.0,0,L
4102,34.0,65.0,105.0,39.0,35.0,0,L
4103,32.0,62.0,101.0,35.0,32.0,0,L
4104,34.0,65.0,105.0,39.0,35.0,0,L
4105,32.0,62.0,101.0,35.0,32.0,0,L
4106,34.0,65.0,105.0,39.0,35.0,0,L
4107,32.0,62.0,101.0,35.0,32.0,0,L
4108,34.0,65.0,105.0,39.0,35.0,0,L
4109,32.0,62.0,101.0,35.0,32.0,0,L
4110,34.0,65.0,105.0,39.0,35.0,0,L
4111,32.0,49.0,41.5,29.0,32.0,3,M
4112,30.0,56.0,112.0,35.0,32.0,0,L
4113,31.0,56.5,113.0,36.0,32.5,0,L
4114,31.5,57.5,115.0,38.0,33.0,0,L
4115,31.5,58.5,116.0,39.0,34.0,0,L
4116,32.0,59.5,117.0,40.5,34.5,0,L
4117,33.5,60.5,118.0,41.0,35.0,0,L
4118,33.5,61.5,121.0,43.0,36.0,0,L
4119,34.0,62.5,122.0,44.5,37.0,2,XL
4120,35.0,63.5,124.0,45.0,38.0,2,XL
4121,31.0,62.0,104.0,36.0,33.0,0,L
4122,33.0,65.0,107.0,39.0,37.0,0,L
4123,25.0,46.0,106.0,37.0,24.0,3,M
4124,25.0,46.5,106.0,40.5,25.5,4,S
4125,25.0,47.0,107.0,41.5,26.0,4,S
4126,25.0,48.0,107.5,42.0,26.5,4,S
4127,25.0,49.0,108.0,42.0,27.0,0,L
4128,26.0,52.0,108.5,43.0,29.0,0,L
4129,27.0,54.0,109.0,44.0,30.0,2,XL
4130,27.5,45.5,106.5,36.0,26.5,3,M
4131,28.0,47.5,106.5,38.0,26.5,3,M
4132,28.0,48.5,107.0,39.0,27.0,0,L
4133,28.0,49.0,107.0,40.0,27.5,0,L
4134,28.0,49.5,107.0,41.0,28.0,0,L
4135,28.5,52.0,108.0,42.0,29.0,0,L
4136,28.5,53.5,108.0,42.5,29.5,0,L
4137,34.0,54.0,105.5,36.5,33.0,0,L
4138,34.5,58.0,108.5,40.5,35.0,0,L
4139,35.0,62.0,111.0,44.5,37.0,2,XL
4140,35.5,66.0,113.0,48.5,39.0,2,XL
4141,27.0,44.0,110.0,38.0,24.5,1,XS
4142,27.5,46.5,110.0,40.0,26.5,4,S
4143,27.5,47.5,110.0,41.0,28.5,0,L
4144,28.0,48.0,111.0,42.0,28.0,0,L
4145,28.5,48.5,112.0,43.5,29.0,0,L
4146,29.0,51.0,112.0,44.0,29.0,2,XL
4147,29.0,51.5,112.0,47.0,29.5,2,XL
4148,27.0,44.0,110.0,38.0,24.5,1,XS
4149,27.5,46.5,110.0,40.0,26.5,4,S
4150,27.5,47.5,110.0,41.0,28.5,0,L
4151,28.0,48.0,111.0,42.0,28.0,0,L
4152,28.5,48.5,112.0,43.5,29.0,0,L
4153,29.0,51.0,112.0,44.0,29.0,2,XL
4154,29.0,51.5,112.0,47.0,29.5,2,XL
4155,29.6,48.2,101.0,32.3,31.1,3,M
4156,30.7,50.1,102.0,34.2,32.0,0,L
4157,31.8,52.0,103.0,36.1,33.0,0,L
4158,32.4,54.6,104.0,38.7,34.2,0,L
4159,33.1,57.1,106.0,41.2,35.5,0,L
4160,22.8,46.5,125.6,38.5,28.6,3,M
4161,23.4,48.5,126.2,40.5,29.8,0,L
4162,24.0,50.5,127.0,42.5,31.0,0,L
4163,24.3,51.5,127.4,43.5,31.6,2,XL
4164,24.6,52.5,127.8,44.5,32.2,2,XL
4165,25.2,54.5,128.6,46.5,33.4,2,XL
4166,25.8,56.5,129.4,48.5,34.6,2,XL
4167,26.7,59.5,130.6,51.5,36.4,2,XL
4168,27.6,62.5,131.8,54.5,38.2,2,XL
4169,27.5,45.5,106.5,36.0,26.5,3,M
4170,28.0,47.5,106.5,38.0,26.5,3,M
4171,28.0,48.5,107.0,39.0,27.0,0,L
4172,28.0,49.0,107.0,40.0,27.5,0,L
4173,28.0,49.5,107.0,41.0,28.0,0,L
4174,28.5,52.0,108.0,42.0,29.0,0,L
4175,28.5,53.5,108.0,42.5,29.5,0,L
4176,34.0,55.0,105.0,35.0,31.5,0,L
4177,35.0,57.0,108.0,37.5,32.5,0,L
4178,32.0,54.0,106.0,34.0,35.5,0,L
4179,32.0,56.5,107.0,36.0,36.5,0,L
4180,33.0,59.0,108.0,38.0,37.5,0,L
4181,33.0,61.5,109.0,40.0,38.5,0,L
4182,24.0,58.0,104.5,42.0,35.0,0,L
4183,25.3,60.5,105.8,44.5,36.3,2,XL
4184,26.6,63.0,107.1,47.0,37.6,2,XL
4185,32.0,49.0,100.0,34.0,36.0,3,M
4186,32.75,51.5,101.0,36.5,37.1,0,L
4187,31.5,51.0,101.0,38.0,36.2,0,L
4188,32.0,52.0,102.0,39.0,36.8,0,L
4189,32.5,54.0,104.0,41.0,37.8,0,L
4190,33.0,56.0,105.5,43.0,38.8,0,L
4191,34.0,58.0,107.5,45.0,39.8,2,XL
4192,31.0,52.0,100.0,34.0,32.0,0,L
4193,32.0,54.0,100.0,37.0,33.0,0,L
4194,32.0,49.0,106.0,38.0,32.5,0,L
4195,32.5,50.0,107.0,39.0,33.0,0,L
4196,33.0,51.0,108.0,40.0,33.5,0,L
4197,33.5,52.0,109.0,41.0,34.0,0,L
4198,34.0,53.0,110.0,42.0,34.5,0,L
4199,34.5,54.0,111.0,43.0,35.0,2,XL
4200,27.5,47.0,105.0,38.0,30.0,3,M
4201,28.0,48.0,106.0,39.0,30.5,0,L
4202,28.5,49.0,107.0,40.0,31.0,0,L
4203,29.0,50.0,108.0,41.0,31.5,0,L
4204,29.5,51.0,109.0,42.0,32.0,0,L
4205,30.0,52.0,110.0,43.0,32.5,0,L
4206,24.0,58.0,104.5,41.5,35.0,0,L
4207,25.3,60.5,105.8,44.0,36.3,2,XL
4208,26.6,63.0,107.1,46.5,37.6,2,XL
4209,28.0,48.0,98.0,36.0,31.0,3,M
4210,28.7,50.5,99.0,38.5,32.1,0,L
4211,28.5,46.5,103.0,32.0,28.5,3,M
4212,29.0,47.75,103.0,33.25,29.38,3,M
4213,29.5,49.0,104.0,34.5,30.0,3,M
4214,30.0,50.25,104.0,35.75,30.63,0,L
4215,30.5,51.5,104.0,37.0,31.25,0,L
4216,31.0,52.75,105.0,38.25,31.88,0,L
4217,31.5,54.25,105.0,39.5,32.5,0,L
4218,26.0,45.0,93.0,33.0,25.0,1,XS
4219,27.0,47.0,95.0,35.0,27.0,3,M
4220,29.0,49.0,97.0,37.0,29.0,0,L
4221,33.0,53.0,104.0,35.0,33.5,0,L
4222,34.0,54.0,105.0,37.5,35.5,0,L
4223,35.0,55.0,106.0,40.0,37.5,0,L
